Step1,Step2CK,AOA,CumulativeQuartile,#Ho0redClerkships,Ho0rs-AThisSpecialty,GHHS,OtherDegrees,ResearchYear,#ResearchExperiences,"#Abstracts,Pres,Posters",#Peer-RevPublications,#VolunteerExperiences,#LeadershipPositions,RequiredtoRemediate,PassAttempt-Step1,PassAttempt-Step2CK,PassAttempt-Step2CS,#ProgramsApplied,#InterviewsAttended,HomeState,Release-Step2CK,Release-Step2CS,MajorityofInterviewOffers,MajorityofInterviewsAttended,Matched
215,225,0,,0,1,0,MBA,0,6,3,6,1,3,0,1,1,1,16,8,TN,MidSeptember,MidSeptember,EarlyOctober,0vember,1
215,225,0,3,1,1,0,,0,3,2,1,9,,0,1,1,1,7,9,IL,EarlyDecember,EarlyDecember,LateSeptember(beforeMSPErelease),December,0
215,225,0,3,1,1,0,,0,5,4,3,11,5,1,1,1,1,52,10,KY,MidOctober,LateJanuary,PromptlyafterOct1(MSPErelease),0vember,0
215,225,0,3,2,1,0,Other,0,2,11,2,6,3,0,2,1,1,45,10,TX,MidSeptember,MidSeptember,EarlyOctober,December,1
215,225,0,4,3,1,1,,,1,2,1,6,6,1,1,1,1,22,12,TX,MidSeptember,LateSeptember,EarlyOctober,0vember,1
215,230,0,,0,0,0,,0,2,3,0,7,3,0,1,1,1,42,10,NE,MidSeptember,EarlyOctober,MidOctober,0vember,1
215,230,0,3,1,0,0,,0,6,8,4,10,0,1,1,1,1,2,16,VA,MidSeptember,MidSeptember,EarlyOctober,December,0
215,230,0,,1,1,0,,0,5,1,0,5,0,0,1,1,1,24,7,,MidSeptember,LateJanuary,MidOctober,December,1
215,230,0,4,2,1,0,MPH,0,7,9,2,9,5,0,1,1,1,53,11,TX,MidSeptember,MidSeptember,PromptlyafterOct1(MSPErelease),0vember,1
215,230,0,,2,1,0,,0,1,1,0,6,4,0,1,1,1,26,7,TN,MidSeptember,MidSeptember,LateOctober,0vember,1
215,230,,2,3,1,0,,0,5,3,0,6,11,0,1,1,1,12,10,DC,MidSeptember,MidSeptember,MidOctober,December,0
215,230,0,3,8,1,0,Other,0,1,0,,8,4,0,1,1,1,23,6,LA,MidSeptember,MidJanuary,PromptlyafterOct1(MSPErelease),0vember,1
215,235,0,,0,0,0,,1,8,8,2,5,4,0,1,1,1,59,15,MN,Mid0vember,EarlyDecember,PromptlyafterOct1(MSPErelease),January,1
215,235,1,4,0,0,0,,0,0,0,0,1,0,0,2,1,1,41,6,,MidSeptember,MidSeptember,PromptlyafterOct1(MSPErelease),0vember,1
215,235,0,3,1,0,0,MSc,0,6,6,0,4,4,0,1,1,1,32,11,NY,LateSeptember,EarlyOctober,EarlyOctober,December,1
215,235,0,3,2,0,0,,0,2,2,1,3,1,0,1,1,1,12,7,IL,MidSeptember,MidSeptember,EarlyOctober,0vember,1
215,235,0,,1,1,0,MSc,0,8,3,2,11,2,0,1,1,1,20,5,FL,MidSeptember,MidDecember,LateOctober,0vember,1
215,235,0,3,2,1,0,,0,7,7,2,5,3,0,1,1,1,27,12,NY,LateSeptember,LateSeptember,MidOctober,0vember,1
215,235,0,,2,1,0,,0,7,2,1,6,1,0,1,1,1,40,15,,MidSeptember,MidJanuary,EarlyOctober,December,1
215,235,0,,3,1,0,,0,4,0,1,2,1,1,1,1,1,29,8,,LateSeptember,EarlyOctober,LateOctober,0vember,1
215,235,0,2,5,1,0,,0,5,5,3,3,3,1,1,1,1,20,12,NY,MidSeptember,MidOctober,MidOctober,0vember,1
215,240,0,,3,,0,,,3,3,,,,0,1,,,38,15,TX,MidSeptember,MidSeptember,EarlyOctober,,1
215,240,0,3,0,,0,,0,0,0,0,7,2,0,1,1,1,16,14,KY,MidSeptember,Mid0vember,LateSeptember(beforeMSPErelease),0vember,1
215,240,0,4,0,0,0,,0,1,1,0,5,2,0,1,1,1,26,11,WI,MidSeptember,LateJanuary,PromptlyafterOct1(MSPErelease),December,1
215,240,0,,0,0,0,,0,4,0,0,4,0,0,1,1,1,46,10,,MidOctober,LateJanuary,MidOctober,0vember,1
215,245,0,3,4,,1,,,1,0,,,,0,2,,,56,9,TX,LateSeptember,MidSeptember,Early0vember,,1
215,245,0,4,0,0,0,,0,0,0,0,11,5,0,1,1,1,41,5,NY,MidSeptember,MidSeptember,MidOctober,December,1
215,245,,,0,0,1,,0,2,2,0,6,7,0,1,1,1,29,11,AZ,LateSeptember,MidSeptember,MidOctober,0vember,1
215,245,0,,2,0,0,,0,5,3,1,4,3,0,1,1,1,29,12,,MidSeptember,LateJanuary,MidOctober,December,1
215,245,0,,2,0,0,,0,5,3,1,4,3,0,1,1,1,29,12,,MidSeptember,LateJanuary,MidOctober,December,1
215,245,0,3,4,0,0,,0,5,5,3,5,3,1,1,1,1,26,10,,MidSeptember,MidSeptember,PromptlyafterOct1(MSPErelease),0vember,1
215,245,0,2,1,1,0,,0,4,2,2,6,3,0,1,1,1,27,11,TX,MidSeptember,MidOctober,PromptlyafterOct1(MSPErelease),0vember,1
215,245,0,3,3,1,0,,0,2,2,1,2,2,0,1,1,1,30,9,IL,MidSeptember,EarlyOctober,LateOctober,December,1
215,245,0,,3,1,1,,0,4,0,1,11,7,0,1,1,1,36,19,AZ,MidSeptember,MidSeptember,EarlyOctober,December,1
215,245,0,,4,1,1,,0,2,4,1,11,3,0,1,1,1,46,14,PA,MidSeptember,Early0vember,LateSeptember(beforeMSPErelease),December,1
215,245,0,,6,1,0,,0,3,2,2,8,1,0,1,1,1,32,10,WI,MidSeptember,MidSeptember,MidOctober,December,1
215,250,0,3,4,1,1,,0,1,0,0,11,5,1,1,1,1,35,9,TX,MidSeptember,EarlyOctober,MidOctober,0vember,1
215,255,0,2,3,0,0,,0,4,1,0,1,0,0,1,1,1,72,9,,LateOctober,LateOctober,EarlyOctober,December,1
215,260,0,3,0,0,0,,0,3,7,2,8,3,0,1,1,1,52,13,TX,MidSeptember,MidSeptember,LateSeptember(beforeMSPErelease),January,1
215,265,0,1,5,1,0,,0,5,5,4,11,7,0,1,1,1,20,9,NC,MidSeptember,MidSeptember,MidOctober,December,1
220,220,0,2,2,,0,,,1,1,,,,0,1,,,32,14,TX,MidSeptember,MidOctober,LateOctober,,1
220,220,0,4,0,0,0,,0,1,1,0,4,0,0,1,1,,1,8,LA,EarlyOctober,,EarlyOctober,0vember,0
220,220,0,,0,0,0,,0,2,9,0,7,3,0,1,1,1,13,15,NJ,MidSeptember,MidSeptember,LateOctober,0vember,0
220,220,0,4,2,0,0,,0,4,3,1,11,1,0,2,1,1,48,5,,Early0vember,MidJanuary,MidOctober,December,1
220,220,0,,1,1,0,MBA,0,2,11,4,11,11,1,1,1,1,29,14,,MidSeptember,MidSeptember,PromptlyafterOct1(MSPErelease),0vember,1
220,220,0,,2,1,0,Other,0,1,0,0,2,1,0,1,1,1,7,3,VA,MidSeptember,MidSeptember,EarlyOctober,October,1
220,220,0,3,5,1,0,Other,0,0,0,0,0,0,0,1,1,2,13,5,NC,EarlyOctober,LateJanuary,Mid0vember,0vember,1
220,225,0,2,0,0,0,,0,3,8,1,9,3,0,1,1,1,26,10,,MidSeptember,MidDecember,PromptlyafterOct1(MSPErelease),December,1
220,225,,2,0,0,0,,0,4,0,3,6,3,0,1,1,1,56,1,MI,LateJanuary,LateJanuary,Late0vember,February,1
220,225,0,3,0,1,1,,0,3,11,1,4,5,1,1,1,1,59,19,FL,MidSeptember,MidSeptember,MidOctober,December,1
220,230,0,2,1,,0,,,4,4,,,,0,1,,,48,17,TX,MidSeptember,MidSeptember,EarlyOctober,,1
220,230,0,3,1,,1,,,5,8,,,,0,1,,,35,21,TX,MidSeptember,,EarlyOctober,,1
220,230,0,3,0,0,0,,0,3,1,0,11,,0,1,1,1,56,13,TX,MidSeptember,MidOctober,MidOctober,0vember,1
220,230,0,,0,0,0,MSc,0,1,0,0,4,3,0,1,1,1,43,15,DC,MidSeptember,EarlyJanuary,EarlyOctober,0vember,1
220,230,0,,1,0,0,,0,2,1,5,3,1,0,1,1,1,28,7,,LateJanuary,LateJanuary,,0vember,1
220,230,,2,1,0,0,,0,0,4,3,11,11,0,1,1,1,33,14,MI,MidSeptember,MidSeptember,LateSeptember(beforeMSPErelease),0vember,1
220,230,0,,0,1,1,MPH,1,5,4,3,4,4,0,1,1,1,42,10,FL,MidSeptember,MidSeptember,Late0vember,December,1
220,230,0,3,1,1,0,,0,4,3,1,9,4,0,1,1,1,72,11,AL,MidSeptember,MidSeptember,LateSeptember(beforeMSPErelease),October,1
220,230,0,4,1,1,0,,0,0,0,0,4,0,0,1,1,2,25,9,TX,MidSeptember,,LateOctober,December,1
220,230,0,4,1,1,0,,0,2,6,4,3,0,1,2,1,1,77,12,NC,MidOctober,MidOctober,PromptlyafterOct1(MSPErelease),January,0
220,230,0,,2,1,0,,0,3,6,3,6,0,0,3,1,1,205,10,IL,MidSeptember,EarlyOctober,MidOctober,0vember,1
220,230,0,,2,1,0,MPH,0,5,4,1,6,6,0,1,1,1,30,15,,MidSeptember,EarlyOctober,MidOctober,0vember,1
220,235,0,4,1,,0,,,0,0,,,,0,1,,,10,0,TX,EarlyOctober,EarlyOctober,,,1
220,235,0,3,0,0,0,,0,4,0,2,3,3,0,1,1,1,20,12,MA,MidSeptember,EarlyOctober,MidOctober,0vember,1
220,235,0,4,0,0,0,,0,2,0,1,10,1,0,1,1,1,40,12,TX,LateOctober,LateOctober,LateOctober,0vember,1
220,235,0,4,0,0,0,MBA,0,1,1,0,4,1,0,1,1,1,48,8,,LateOctober,EarlyDecember,MidOctober,0vember,1
220,235,0,,0,1,0,,0,0,1,0,10,5,1,1,1,1,34,14,OH,MidSeptember,MidDecember,EarlyOctober,0vember,1
220,235,0,,1,1,0,PhD,1,6,8,5,0,0,0,1,1,1,18,6,,MidDecember,LateJanuary,EarlyOctober,October,1
220,235,0,,2,1,0,,0,4,11,1,11,2,0,1,1,1,25,11,FL,MidSeptember,MidSeptember,PromptlyafterOct1(MSPErelease),0vember,1
220,235,0,3,3,1,0,,0,3,1,1,0,2,0,1,1,1,35,22,,MidSeptember,LateSeptember,PromptlyafterOct1(MSPErelease),0vember,1
220,235,0,4,3,1,0,,0,3,2,1,3,0,0,1,1,1,40,17,MO,MidSeptember,EarlyJanuary,MidOctober,0vember,1
220,240,0,,5,,0,,,1,7,,,,0,1,,,32,14,TX,MidSeptember,LateSeptember,EarlyOctober,,1
220,240,0,4,0,0,0,,0,2,2,0,2,2,0,1,1,1,46,15,IL,MidSeptember,LateDecember,LateSeptember(beforeMSPErelease),October,1
220,240,0,4,1,0,0,,0,1,0,0,8,3,0,1,1,1,42,14,NY,MidSeptember,EarlyDecember,PromptlyafterOct1(MSPErelease),December,1
220,240,0,3,3,0,0,Other,0,0,2,1,6,3,0,1,1,1,18,8,PA,MidSeptember,MidSeptember,MidOctober,December,1
220,240,0,4,1,1,0,Other,0,6,3,4,7,3,0,1,1,,23,12,NY,EarlyOctober,,LateOctober,December,1
220,240,0,4,2,1,0,,0,3,0,0,4,2,1,1,1,1,41,14,,MidSeptember,MidSeptember,MidOctober,0vember,0
220,240,0,2,3,1,0,,0,4,8,3,6,3,0,1,1,1,33,15,VA,MidSeptember,MidSeptember,EarlyOctober,0vember,1
220,240,0,,4,1,0,,0,1,1,0,10,4,1,1,1,,17,6,LA,MidSeptember,,EarlyOctober,0vember,1
220,240,0,2,6,1,0,,0,2,0,1,4,4,0,1,1,1,41,16,TX,MidSeptember,MidSeptember,Early0vember,December,1
220,240,0,,7,1,1,,0,0,3,0,8,7,0,1,1,1,31,13,IL,LateSeptember,LateSeptember,MidOctober,0vember,1
220,245,0,3,0,0,0,,0,2,2,2,11,3,0,1,1,1,40,13,OH,MidSeptember,MidSeptember,MidOctober,0vember,1
220,245,0,3,0,0,0,,0,3,3,0,8,0,0,1,1,1,34,11,WA,MidSeptember,MidSeptember,EarlyOctober,0vember,1
220,245,0,1,2,0,0,,0,5,2,1,2,3,0,1,1,1,66,12,,MidSeptember,MidSeptember,Early0vember,January,1
220,245,0,,1,1,0,,0,3,7,0,11,6,0,1,1,1,20,5,NE,LateSeptember,LateSeptember,EarlyOctober,0vember,1
220,245,0,,1,1,1,,0,3,4,1,7,3,0,1,1,1,13,3,FL,MidSeptember,LateJanuary,LateOctober,December,0
220,245,0,2,3,1,0,,0,2,2,0,7,0,1,1,1,2,23,18,TX,MidSeptember,MidJanuary,LateSeptember(beforeMSPErelease),0vember,1
220,245,0,,3,1,1,,0,4,3,0,11,9,0,1,1,1,31,12,VA,MidSeptember,EarlyJanuary,PromptlyafterOct1(MSPErelease),0vember,1
220,245,0,,5,1,0,,0,2,1,0,11,10,0,1,1,1,41,18,MI,MidSeptember,MidOctober,EarlyOctober,December,1
220,245,0,2,6,1,0,,0,4,4,2,4,2,0,1,1,1,6,7,TX,MidSeptember,LateDecember,LateSeptember(beforeMSPErelease),October,1
220,250,0,3,1,0,0,,0,5,7,0,7,5,0,1,1,1,38,15,AL,MidSeptember,MidSeptember,PromptlyafterOct1(MSPErelease),December,1
220,250,0,3,4,0,0,,0,5,0,4,4,2,0,1,1,1,40,10,TX,MidSeptember,EarlyOctober,EarlyOctober,0vember,1
220,250,0,3,2,1,0,,0,4,3,1,9,4,0,1,1,1,28,10,NY,MidSeptember,MidJanuary,EarlyOctober,0vember,1
220,250,0,,2,1,0,,0,4,0,0,11,11,0,1,1,1,34,13,,MidSeptember,MidDecember,MidOctober,0vember,0
220,255,0,1,2,1,0,,0,0,0,0,11,1,0,1,1,1,18,10,SC,MidSeptember,MidSeptember,EarlyOctober,December,1
225,210,0,2,2,0,0,,0,0,0,1,2,2,0,1,1,2,16,8,MN,MidSeptember,AfterRankListSubmission,MidOctober,0vember,1
225,215,0,2,1,1,0,MBA,0,3,3,2,4,3,0,1,1,1,6,6,KY,MidOctober,EarlyDecember,EarlyOctober,December,1
225,215,0,2,4,1,0,,0,2,1,1,4,1,0,2,1,1,60,5,IL,MidSeptember,EarlyDecember,LateSeptember(beforeMSPErelease),December,1
225,220,0,,0,,0,,,2,6,,,,0,1,,,1,12,TX,MidSeptember,LateJanuary,MidOctober,,1
225,220,0,3,0,0,0,,1,3,3,0,11,4,0,1,1,1,25,9,,MidSeptember,MidSeptember,MidOctober,October,1
225,220,0,3,0,0,0,MSc,0,3,3,1,6,1,1,1,1,1,50,3,LA,Early0vember,LateDecember,EarlyOctober,0vember,1
225,220,0,3,2,1,1,MDiv,0,3,2,2,9,5,0,1,1,1,35,9,IL,MidSeptember,EarlyJanuary,Mid0vember,December,1
225,225,0,2,2,1,0,Other,0,2,2,0,9,3,0,1,1,1,24,11,TX,MidSeptember,MidSeptember,EarlyOctober,0vember,1
225,225,0,,2,1,0,,0,0,2,0,11,5,0,1,1,1,65,12,,MidSeptember,LateOctober,EarlyOctober,December,1
225,230,0,4,0,,0,Other,0,0,4,0,11,2,0,1,1,1,28,14,TX,MidSeptember,MidSeptember,EarlyOctober,0vember,1
225,230,0,4,1,0,0,MBA,0,1,1,1,1,1,0,1,1,1,11,5,PA,MidSeptember,MidSeptember,LateOctober,0vember,1
225,230,0,4,1,0,0,Other,0,1,0,0,5,5,0,1,1,1,46,6,VA,MidSeptember,MidSeptember,PromptlyafterOct1(MSPErelease),0vember,0
225,230,0,,1,0,0,,0,0,0,0,11,5,0,1,1,1,23,11,,MidSeptember,MidSeptember,LateSeptember(beforeMSPErelease),0vember,1
225,230,0,1,5,0,0,MSc,0,3,6,1,4,4,0,1,1,1,35,10,TX,MidSeptember,MidSeptember,LateSeptember(beforeMSPErelease),0vember,1
225,230,0,3,6,0,0,,0,0,0,0,4,0,0,,1,1,56,9,,LateDecember,LateDecember,PromptlyafterOct1(MSPErelease),October,1
225,230,0,4,1,1,0,,0,3,1,5,5,0,0,1,1,1,36,6,MO,MidSeptember,MidDecember,MidOctober,0vember,1
225,230,0,3,2,1,0,,0,3,,9,5,3,0,1,1,1,29,14,VA,MidSeptember,MidSeptember,MidOctober,December,1
225,235,0,3,2,,0,,,1,0,,,,0,1,,,37,13,TX,MidSeptember,MidSeptember,EarlyOctober,,0
225,235,0,3,2,,0,,,3,2,,,,0,1,,,40,17,TX,MidOctober,MidDecember,MidOctober,,1
225,235,0,4,0,0,0,,0,3,2,1,5,2,1,1,1,1,37,9,TX,MidSeptember,LateJanuary,LateSeptember(beforeMSPErelease),0vember,1
225,235,0,,0,0,0,,0,1,6,1,11,3,0,1,1,1,26,9,TX,MidSeptember,MidJanuary,MidOctober,0vember,0
225,235,0,,0,0,0,,0,2,7,5,7,2,0,1,1,1,29,9,TX,MidSeptember,MidJanuary,LateSeptember(beforeMSPErelease),0vember,0
225,235,0,4,1,0,0,,0,3,3,2,,,0,1,1,1,29,9,DC,MidSeptember,LateJanuary,EarlyOctober,December,1
225,235,0,3,0,1,0,MSc,0,3,5,2,6,3,0,1,1,1,41,13,NY,MidSeptember,EarlyOctober,PromptlyafterOct1(MSPErelease),December,1
225,235,0,4,1,1,0,,0,2,4,1,9,6,0,1,1,1,62,13,WI,Early0vember,LateJanuary,Early0vember,January,1
225,235,0,4,2,1,0,,0,3,2,0,4,0,0,,1,1,29,10,TX,MidSeptember,EarlyOctober,EarlyOctober,December,1
225,235,0,,2,1,0,,0,1,3,1,7,3,0,1,1,1,20,6,,MidSeptember,MidOctober,EarlyOctober,0vember,1
225,235,0,3,2,1,1,,0,1,0,0,7,3,0,1,1,1,9,13,MO,,,EarlyOctober,0vember,1
225,235,0,3,4,1,0,,0,2,5,0,11,11,0,1,1,1,31,11,TX,LateSeptember,LateSeptember,EarlyOctober,0vember,1
225,235,0,3,4,1,0,,1,9,11,11,7,8,0,1,1,1,21,9,,MidSeptember,MidDecember,EarlyOctober,0vember,1
225,235,0,,4,1,0,,0,4,2,1,6,3,0,1,1,1,30,9,WI,LateDecember,LateJanuary,LateSeptember(beforeMSPErelease),December,0
225,235,0,,4,1,0,,1,8,3,3,6,6,0,1,1,1,34,8,MN,MidSeptember,MidSeptember,Early0vember,January,1
225,235,0,2,4,1,,,0,4,5,4,4,3,1,1,1,1,22,14,CA,MidSeptember,EarlyOctober,PromptlyafterOct1(MSPErelease),0vember,1
225,235,1,2,4,1,1,,0,5,3,2,8,11,0,1,1,1,17,8,,MidSeptember,MidSeptember,PromptlyafterOct1(MSPErelease),October,1
225,235,0,2,8,1,0,,0,1,0,1,5,4,0,1,1,1,32,11,PA,MidSeptember,Early0vember,PromptlyafterOct1(MSPErelease),December,1
225,240,0,,0,,1,,0,0,3,0,3,3,0,1,1,1,29,8,TX,MidSeptember,MidOctober,LateSeptember(beforeMSPErelease),October,1
225,240,0,3,0,0,1,,0,3,1,0,8,6,0,1,2,1,40,10,VA,Early0vember,MidSeptember,EarlyOctober,January,0
225,240,0,3,1,0,0,,0,0,0,0,6,1,0,1,1,1,46,11,TX,MidSeptember,MidDecember,EarlyOctober,October,1
225,240,0,,1,0,0,Other,0,1,1,0,2,0,0,1,1,1,17,9,TX,LateSeptember,EarlyDecember,PromptlyafterOct1(MSPErelease),December,1
225,240,0,2,2,0,1,,0,0,5,0,7,2,0,1,1,1,30,13,TX,MidSeptember,MidSeptember,EarlyOctober,0vember,1
225,240,0,3,1,1,0,,0,3,3,1,2,2,0,1,1,1,21,9,NY,EarlyJanuary,EarlyJanuary,Early0vember,December,0
225,240,0,,1,1,0,PhD,1,5,7,5,9,4,0,1,1,1,35,17,OH,EarlyOctober,EarlyOctober,PromptlyafterOct1(MSPErelease),0vember,1
225,240,0,,2,1,0,,0,6,6,6,5,3,0,1,1,1,39,13,,MidSeptember,MidDecember,EarlyOctober,December,1
225,240,0,2,3,1,0,Other,0,7,4,3,7,5,0,1,1,1,62,17,IL,MidSeptember,MidSeptember,PromptlyafterOct1(MSPErelease),0vember,1
225,240,0,3,3,1,0,,0,2,5,0,4,2,0,1,1,1,45,15,IL,MidSeptember,MidSeptember,LateOctober,0vember,1
225,240,0,,3,1,0,,0,1,0,0,4,1,0,1,1,1,31,15,MN,MidSeptember,LateJanuary,EarlyOctober,0vember,1
225,240,0,,4,1,1,Other,0,3,8,2,8,5,1,1,1,1,23,16,MI,MidSeptember,MidSeptember,EarlyOctober,0vember,1
225,240,1,1,5,1,0,,0,3,2,9,7,3,0,1,1,1,21,12,PA,MidSeptember,MidDecember,PromptlyafterOct1(MSPErelease),0vember,1
225,245,0,,1,,0,,,1,0,,,,0,1,,,21,6,TX,MidSeptember,EarlyJanuary,MidOctober,,1
225,245,0,3,0,0,0,,0,4,4,2,6,6,0,1,1,1,26,12,TX,EarlyOctober,EarlyJanuary,EarlyOctober,0vember,0
225,245,0,4,0,0,0,,0,6,5,2,8,7,0,1,1,1,19,12,OH,MidSeptember,MidSeptember,MidOctober,0vember,1
225,245,0,3,3,0,0,,0,0,3,0,8,5,0,1,1,1,16,7,,MidSeptember,LateOctober,EarlyOctober,0vember,1
225,245,0,4,1,1,0,,0,1,0,0,3,2,0,1,1,1,5,10,MO,MidSeptember,MidJanuary,EarlyOctober,0vember,1
225,245,0,,1,1,1,,0,6,6,3,11,9,0,,1,1,28,11,,MidSeptember,MidSeptember,PromptlyafterOct1(MSPErelease),0vember,1
225,245,0,1,2,1,0,,0,5,8,3,3,3,0,1,1,1,16,0,VA,MidSeptember,Late0vember,Early0vember,0vember,1
225,245,0,1,4,1,0,,0,3,2,1,10,6,0,1,1,1,20,13,,MidSeptember,MidDecember,LateSeptember(beforeMSPErelease),0vember,1
225,245,0,2,4,1,0,,0,1,0,0,2,1,0,,1,1,17,6,,MidSeptember,MidDecember,EarlyOctober,December,1
225,245,0,2,5,1,0,Other,0,3,2,0,10,4,0,1,1,1,17,7,IL,MidSeptember,MidOctober,MidOctober,0vember,1
225,250,0,,2,1,0,,0,1,3,0,8,1,0,1,1,1,27,14,MN,MidSeptember,MidJanuary,LateSeptember(beforeMSPErelease),0vember,1
225,250,0,,2,1,0,,0,5,5,1,11,5,0,1,1,1,38,16,PA,MidSeptember,MidSeptember,EarlyOctober,0vember,1
225,250,0,,2,1,0,Other,0,11,6,6,6,4,0,1,1,1,31,13,MI,MidSeptember,MidSeptember,LateSeptember(beforeMSPErelease),0vember,1
225,250,0,1,4,1,0,,0,3,3,,7,5,0,1,1,1,33,12,WA,MidSeptember,LateSeptember,EarlyOctober,0vember,1
225,250,0,2,4,1,0,,0,3,3,1,8,3,0,1,1,1,24,10,,MidSeptember,Early0vember,MidOctober,December,1
225,250,0,3,5,1,0,,0,4,4,4,11,11,0,1,1,1,43,15,TX,MidSeptember,MidSeptember,EarlyOctober,0vember,1
225,255,0,3,3,,0,,,4,3,,,,0,1,,,20,10,TX,MidSeptember,LateSeptember,MidOctober,,1
225,255,0,3,2,1,1,,0,0,,0,,,0,1,1,1,61,15,TX,MidSeptember,MidSeptember,LateSeptember(beforeMSPErelease),0vember,1
225,255,0,3,4,1,0,,0,4,4,0,4,4,0,1,1,1,59,15,TX,MidSeptember,MidSeptember,EarlyOctober,0vember,1
225,255,0,,4,1,0,,0,1,1,0,7,2,0,1,1,1,64,20,IL,LateSeptember,LateOctober,MidOctober,December,1
225,255,0,,4,1,0,,0,3,3,10,3,4,0,1,1,1,33,12,TX,MidSeptember,LateJanuary,EarlyOctober,0vember,1
225,260,0,3,1,0,1,,0,3,7,2,8,3,0,1,1,1,30,12,WA,MidSeptember,MidSeptember,,December,1
225,265,1,,7,1,0,,0,1,2,0,5,1,0,1,1,1,30,15,DC,MidSeptember,EarlyDecember,LateSeptember(beforeMSPErelease),December,1
230,215,0,2,1,1,0,PhD,1,2,3,2,5,1,0,1,1,1,44,13,WI,MidSeptember,MidJanuary,EarlyOctober,December,1
230,220,0,4,1,0,0,,0,1,2,1,4,3,0,1,1,1,40,9,OH,MidSeptember,MidSeptember,EarlyOctober,0vember,1
230,220,0,2,2,1,0,Other,0,3,2,0,5,1,0,1,1,1,27,8,MI,MidSeptember,MidSeptember,EarlyOctober,0vember,1
230,220,0,2,3,1,0,,0,0,4,2,9,3,0,1,1,1,40,7,,EarlyDecember,EarlyDecember,PromptlyafterOct1(MSPErelease),December,1
230,225,0,3,0,0,0,,0,3,0,1,2,0,0,1,1,1,25,9,VA,MidSeptember,MidSeptember,MidOctober,0vember,0
230,225,0,3,1,0,0,,0,5,1,7,9,5,0,1,1,1,34,8,TX,Mid0vember,MidJanuary,,,0
230,225,0,3,3,0,0,Other,0,1,0,0,7,4,0,1,1,1,83,12,IL,LateDecember,LateJanuary,EarlyOctober,0vember,1
230,230,0,4,0,0,0,,0,2,2,0,2,5,0,1,1,1,21,7,MO,MidSeptember,MidDecember,PromptlyafterOct1(MSPErelease),December,1
230,230,0,3,1,0,0,,0,2,0,1,5,2,1,1,1,1,12,16,TX,MidSeptember,MidSeptember,LateSeptember(beforeMSPErelease),January,1
230,230,0,,1,0,0,,0,2,3,1,11,3,0,1,1,1,76,18,NE,MidSeptember,MidSeptember,LateOctober,0vember,1
230,230,0,3,1,1,0,,0,6,2,2,6,4,0,1,1,1,24,6,MA,MidSeptember,MidSeptember,EarlyOctober,0vember,1
230,230,0,3,2,1,0,,0,2,2,0,2,3,0,1,1,1,42,8,,MidSeptember,LateJanuary,PromptlyafterOct1(MSPErelease),December,1
230,230,1,1,7,1,0,,0,3,3,0,11,11,0,1,1,1,19,9,,MidSeptember,MidSeptember,PromptlyafterOct1(MSPErelease),0vember,1
230,230,,,8,1,,,1,3,1,2,7,2,0,1,1,1,20,12,CT,MidSeptember,MidSeptember,PromptlyafterOct1(MSPErelease),0vember,1
230,235,0,3,0,,0,MSc,0,5,10,4,4,3,0,1,1,1,26,9,FL,MidSeptember,LateJanuary,LateSeptember(beforeMSPErelease),0vember,1
230,235,0,3,1,0,0,,0,3,3,1,5,0,0,1,1,1,13,9,IL,EarlyDecember,EarlyDecember,PromptlyafterOct1(MSPErelease),0vember,1
230,235,0,4,1,0,0,MSc,0,2,6,1,5,1,0,1,1,2,177,3,VA,EarlyOctober,EarlyJanuary,MidOctober,December,0
230,235,0,,1,0,0,MSc,0,2,1,0,10,3,0,1,1,1,42,17,TX,EarlyOctober,EarlyDecember,LateOctober,December,0
230,235,0,,2,0,0,,0,3,3,1,3,4,0,1,1,1,59,13,PA,EarlyDecember,LateDecember,EarlyOctober,0vember,1
230,235,0,,4,0,0,,0,3,7,2,5,2,0,,1,1,34,10,MI,MidSeptember,MidSeptember,LateOctober,0vember,1
230,235,0,2,2,1,0,MPH,1,4,4,1,5,1,1,1,1,1,39,7,PA,MidSeptember,MidSeptember,MidOctober,December,1
230,235,0,4,2,1,0,,0,4,0,1,11,6,0,1,1,1,6,6,TX,MidSeptember,MidSeptember,EarlyOctober,0vember,1
230,235,0,,2,1,0,,0,2,2,1,11,11,0,1,1,1,27,10,TX,MidSeptember,MidDecember,LateSeptember(beforeMSPErelease),0vember,1
230,235,0,,2,1,0,,0,7,8,1,11,2,0,1,1,1,28,9,TX,MidSeptember,Late0vember,MidOctober,December,1
230,235,0,2,3,1,1,,0,2,3,1,6,3,0,1,1,1,33,11,NY,Mid0vember,MidJanuary,PromptlyafterOct1(MSPErelease),0vember,1
230,235,0,2,4,1,0,MPH,0,1,1,1,8,3,0,1,1,1,24,9,,MidSeptember,MidSeptember,LateSeptember(beforeMSPErelease),December,1
230,240,0,,0,0,0,Other,1,3,4,7,5,4,0,1,1,1,46,11,,MidSeptember,MidOctober,EarlyOctober,December,1
230,240,0,,1,0,0,,0,2,0,2,8,3,0,1,1,1,42,17,VA,MidSeptember,MidSeptember,EarlyOctober,0vember,1
230,240,0,,1,0,0,,0,4,3,0,5,2,0,1,1,1,55,10,TX,Mid0vember,EarlyOctober,PromptlyafterOct1(MSPErelease),0vember,1
230,240,0,,4,1,0,PhD,0,3,11,11,6,3,0,1,1,1,10,6,SC,LateSeptember,LateOctober,Mid0vember,December,0
